suite,param_value,split,n_nodes,n_edges,mean_area,mean_shape_index,mean_neighbors
Adhesion,0.0,train,11,20,0.8844857811927795,3.8848257064819336,3.6363637447357178
Adhesion,0.0,train,11,20,0.9031664133071899,3.8756601810455322,3.6363637447357178
Adhesion,0.0,train,11,20,0.9216251969337463,3.8686113357543945,3.6363637447357178
Adhesion,0.0,train,11,20,0.9321774840354919,3.862257480621338,3.6363637447357178
Adhesion,0.0,train,11,20,0.941440999507904,3.856894016265869,3.6363637447357178
Adhesion,0.0,train,12,22,0.8724161982536316,3.888033628463745,3.6666667461395264
Adhesion,0.0,train,12,22,0.90391606092453,3.858957290649414,3.6666667461395264
Adhesion,0.0,train,12,22,0.9127146601676941,3.8526217937469482,3.6666667461395264
Adhesion,0.0,train,12,22,0.921314537525177,3.8486461639404297,3.6666667461395264
Adhesion,0.0,train,14,28,0.7957262396812439,3.8788704872131348,4.0
Adhesion,0.0,train,16,33,0.71010822057724,3.921680212020874,4.125
Adhesion,0.0,train,17,35,0.6936200857162476,3.9064810276031494,4.117647171020508
Adhesion,0.0,train,17,35,0.728091835975647,3.887260913848877,4.117647171020508
Adhesion,0.0,train,17,35,0.7955958247184753,3.8810577392578125,4.117647171020508
Adhesion,0.0,train,18,37,0.7785196900367737,3.89548921585083,4.111111164093018
Adhesion,0.0,train,18,37,0.8094706535339355,3.880960702896118,4.111111164093018
Adhesion,0.0,train,18,37,0.8428976535797119,3.876950979232788,4.111111164093018
Adhesion,0.0,train,18,37,0.876480221748352,3.8765437602996826,4.111111164093018
Adhesion,0.0,train,18,37,0.9084511995315552,3.878645896911621,4.111111164093018
Adhesion,0.0,train,20,41,0.8547581434249878,3.897930145263672,4.099999904632568
Adhesion,0.0,train,20,41,0.8704296946525574,3.890901565551758,4.099999904632568
Adhesion,0.0,train,20,41,0.8857917785644531,3.8874099254608154,4.099999904632568
Adhesion,0.0,train,20,41,0.9009485244750977,3.885584592819214,4.099999904632568
Adhesion,0.0,train,20,41,0.915243923664093,3.8871052265167236,4.099999904632568
Adhesion,0.0,train,20,41,0.9261738061904907,3.886578321456909,4.099999904632568
Adhesion,0.0,train,20,41,0.9364150166511536,3.8864684104919434,4.099999904632568
Adhesion,0.0,train,22,46,0.8802388906478882,3.8792357444763184,4.181818008422852
Adhesion,0.0,train,22,46,0.8965920805931091,3.874077081680298,4.181818008422852
Adhesion,0.0,train,22,46,0.9062381982803345,3.8696157932281494,4.181818008422852
Adhesion,0.0,train,22,46,0.9154252409934998,3.867069959640503,4.181818008422852
Adhesion,0.0,train,24,51,0.8467060923576355,3.9029340744018555,4.25
Adhesion,0.0,train,28,60,0.7345326542854309,3.961881160736084,4.285714149475098
Adhesion,0.0,train,30,66,0.7035843133926392,3.9512526988983154,4.400000095367432
