suite,param_value,split,n_nodes,n_edges,mean_area,mean_shape_index,mean_neighbors
Control,0.1,train,110,270,0.5451116561889648,3.9928271770477295,4.909090995788574
Control,0.1,train,110,270,0.5454545617103577,3.9881508350372314,4.909090995788574
Control,0.1,train,110,270,0.5454545617103577,3.9821391105651855,4.909090995788574
Control,0.1,train,6,9,0.8660253882408142,3.722419500350952,3.0
Control,0.1,train,7,11,0.7186702489852905,3.7887933254241943,3.142857074737549
Control,0.1,train,7,11,0.7551321387290955,3.785155773162842,3.142857074737549
Control,0.1,train,8,13,0.6894315481185913,3.8368587493896484,3.25
Control,0.1,train,8,13,0.7294368147850037,3.8043463230133057,3.25
Control,0.1,train,8,13,0.7678329944610596,3.797811508178711,3.25
Control,0.1,train,9,15,0.7175834774971008,3.818314790725708,3.3333332538604736
Control,0.1,train,9,15,0.8057117462158203,3.8051223754882812,3.3333332538604736
Control,0.1,train,9,15,0.8399791121482849,3.805778980255127,3.3333332538604736
Control,0.1,train,9,15,0.8652632832527161,3.807159423828125,3.3333332538604736
Control,0.1,train,9,15,0.8880037665367126,3.8092846870422363,3.3333332538604736
Control,0.1,train,9,15,0.9106987714767456,3.811803102493286,3.3333332538604736
Control,0.1,train,9,15,0.9322452545166016,3.8142340183258057,3.3333332538604736
Control,0.1,train,9,15,0.9554891586303711,3.8176896572113037,3.3333332538604736
Control,0.1,train,9,15,0.9587785005569458,3.8171756267547607,3.3333332538604736
Control,0.1,train,9,15,0.9591346383094788,3.8168323040008545,3.3333332538604736
Control,0.1,train,10,17,0.861148476600647,3.8894100189208984,3.4000000953674316
Control,0.1,train,10,17,0.8670892715454102,3.846187114715576,3.4000000953674316
Control,0.1,train,10,17,0.8775343894958496,3.8291640281677246,3.4000000953674316
Control,0.1,train,10,17,0.8881375193595886,3.82073974609375,3.4000000953674316
Control,0.1,train,12,21,0.7640649676322937,3.825974464416504,3.5
Control,0.1,train,14,26,0.6777205467224121,3.8527824878692627,3.7142856121063232
Control,0.1,train,14,26,0.7137113213539124,3.8346402645111084,3.7142856121063232
Control,0.1,train,14,26,0.750356137752533,3.8285787105560303,3.7142856121063232
Control,0.1,train,16,30,0.6854090094566345,3.9115374088287354,3.75
Control,0.1,train,16,30,0.7244455814361572,3.874635696411133,3.75
Control,0.1,train,18,34,0.7126474380493164,3.879317045211792,3.777777671813965
Control,0.1,train,18,34,0.7558523416519165,3.8701956272125244,3.777777671813965
Control,0.1,train,18,34,0.7959339022636414,3.872734546661377,3.777777671813965
Control,0.1,train,18,34,0.8297629356384277,3.87681245803833,3.777777671813965
Control,0.1,train,18,34,0.855618417263031,3.879054546356201,3.777777671813965
Control,0.1,train,18,34,0.8772752285003662,3.88217830657959,3.777777671813965
Control,0.1,train,18,34,0.9202921390533447,3.8914670944213867,3.777777671813965
Control,0.1,train,18,34,0.9319139122962952,3.8938870429992676,3.777777671813965
Control,0.1,train,18,34,0.9432652592658997,3.8965463638305664,3.777777671813965
Control,0.1,train,18,34,0.9498510360717773,3.8937764167785645,3.777777671813965
Control,0.1,train,18,34,0.9514243006706238,3.8886804580688477,3.777777671813965
Control,0.1,train,19,36,0.9009642601013184,3.91133189201355,3.78947377204895
Control,0.1,train,19,37,0.9112428426742554,3.8599255084991455,3.8947367668151855
Control,0.1,train,19,37,0.9166191220283508,3.857435464859009,3.8947367668151855
Control,0.1,train,23,47,0.7578133344650269,3.9360222816467285,4.08695650100708
Control,0.1,train,23,47,0.7735082507133484,3.8837578296661377,4.08695650100708
Control,0.1,train,26,56,0.7039458155632019,3.886361837387085,4.307692527770996
Control,0.1,train,26,56,0.7312272191047668,3.8745944499969482,4.307692527770996
Control,0.1,train,29,62,0.7036389112472534,3.9392590522766113,4.275862216949463
Control,0.1,train,29,62,0.7341639399528503,3.9239912033081055,4.275862216949463
Control,0.1,train,29,62,0.7667812705039978,3.9286015033721924,4.275862216949463
Control,0.1,train,33,71,0.7019243836402893,3.9747157096862793,4.303030490875244
Control,0.1,train,33,71,0.7348520159721375,3.982253074645996,4.303030490875244
Control,0.1,train,33,71,0.765424370765686,3.9939537048339844,4.303030490875244
Control,0.1,train,33,71,0.8103189468383789,4.007739067077637,4.303030490875244
Control,0.1,train,33,71,0.8294777870178223,4.011985778808594,4.303030490875244
Control,0.1,train,33,71,0.8489475846290588,4.018264293670654,4.303030490875244
Control,0.1,train,33,71,0.8673228621482849,4.02613639831543,4.303030490875244
Control,0.1,train,33,72,0.8795260190963745,4.0222673416137695,4.363636493682861
Control,0.1,train,33,72,0.890792727470398,4.024788856506348,4.363636493682861
Control,0.1,train,33,72,0.9104854464530945,4.030519485473633,4.363636493682861
Control,0.1,train,35,76,0.8646761178970337,4.0318379402160645,4.342857360839844
Control,0.1,train,35,76,0.868958055973053,4.0175886154174805,4.342857360839844
Control,0.1,train,35,76,0.8736651539802551,4.0119733810424805,4.342857360839844
